"Collection Name","Title#1","Name#1","Name URI#1","Name and Role#1","NameRoleAll URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Date Captured#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Internet Media Type#1","Digital Origin#1","Form#2","Form URI#2","Form#3","Form URI#3","Form#4","Form URI#4","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Geographic#1","Subject Geographic URI#1","Subject Temporal#1","Subject Temporal URI#1","Identifier ARK#1","Identifier#2","Physical Location#1","Shelf Locator#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Ira Current","Cars and trains - 2","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1953/1957","2020-02-10","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black and white and color, silent; 13:00","video/mp4","reformatted digital","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","","","Reel contains unidentified images from car and train travel, including downtown shops, rest stops, passing houses, and country roads and bridges, shot from a car and train window. Also includes a Lackawanna Railroad train and station, and mountain views from inside and outside the Mount Washington Cog Railway, including a POV of the train tracks.  ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/1s3b5g28g2gn","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","22","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~22~"
"Ira Current","Cars and trains - 7","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1959/1967","2020-02-12","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black-and-white and color, silent; 12:24","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Notes from container include: ""Last of Phoebe Snow, 60-66."" Reel contains footage of the passanger train, Phoebe Snow, on the Erie Lackawanna Railway, as well as a steam train in the mountains and a model train circling a toy station. Also includes footage inside a passenger jet and aerial views of farmland.","00:00 Men load the passenger train called ""Phoebe Snow"" as it gets ready to depart on the Erie Lackawanna Railway. The film continues to show other trains on the railway and the surrounding area.; 02:22 Clouds are seen from an aircraft cabin window. There is also several shots of people seated within the interior of the aircraft cabin. Eventually passengers exit the plane and walk towards the terminal.; 04:12 A train arrives at a station with snow on the tracks and people exit the station.; 05:24 A train passes by a railroad crossing at night. People walk around the train station in the dark.; 06:16 Color footage of a city from a train window.; 06:49 A small locomotive train travels along a narrow mountain cliff.; 07:22 A model passenger train with ""Santa Fe"" painted on the front of the engine rides around a model train track.; 08:46 Color footage from an aircraft cabin window shows fields and neighborhoods as the plane makes it descent. Cars are parked outside the airport.; 09:20 The film switches to black-and-white footage of a man and woman standing next to a train engine. The Arcade and Attica train carries passengers along the tracks.; 10:38 Film switches back to color footage of people walking around the tracks of a railroad depot.; 11:05 A plane is flying in the air.; 11:17 Several iris shots are used to transition between various scenes such as a railroad crossing signal, train running on the tracks, and freight cars.","Segment sequence","Locomotives","http://id.worldcat.org/fast/1001752","Airplanes","http://id.worldcat.org/fast/803053","Travel","http://id.worldcat.org/fast/1155558","Transportation","http://id.worldcat.org/fast/1155007","","","","","","Twentieth century","","https://ark.colorado.edu/ark:/47540/n73g8208h1pq","U183050991405_narv_currentIra_carsAndtrains7_a.mp4","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","23","4838","U183050991405_narv_currentIra_carsAndTrains7_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~23~263194"
"Ira Current","Cars and trains - 8","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1966/1970","2020-02-12","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, silent; 12:11","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Notes from container include: ""Erie-Lackawana freights, 12/66. Last runs of Phoebe Snow, 2/56. Mercury rust repairs, 6/66. Returning from Lewey Lake and from Rhode Island, 9/67. Valiant driving out (no snow), 11/67. Ride up Route 17 with Elliotts, 3/70. Nickel plate locomotive and excursion train at Starrucca and Cocklin, 5/70."" Reel contains footage of passenger and freight trains, including a railroad bridge, as well as detailed close-ups of a Mercury car and driving footage through small towns, on highways and country roads.","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/rf0n1s27p90m","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","24","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~24~"
"Ira Current","Current review 1935: New Hampshire","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1930s","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black and white, silent; 17:00","video/mp4","reformatted digital","black-and-white films (visual works)","http://vocab.getty.edu/page/aat/300417958","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Title from container: ""Norma, Richard at Keene, Mtry Freight."" Photographer, Richard Current, Ira Current. Footage of Richard and Ira Current driving to a farm house near Keene, New Hampshire. Reel also includes images of a woman, possibly Norma Wall, hiking in a snowy mountain, with landscape views, and miscellaneous footage of the Current family, including washing a car, driving, and window shopping at a market and hat shop. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/d7047x46q4kf","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","50","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~50~"
"Ira Current","Current review no. 25: A Colorado vacation, part 1","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1949","2020-02-05","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); original edit, color (tinted), silent; 8:45","video/mp4","reformatted digital","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","","","A Gateway Picture; photographer, Ira B. Current. Notes from container include: ""Picnic, Elna, Garden of Gods, Canon City, Alamosa, D&RGW."" Reel contains home movie footage of the Current family, including babies Michael and Susan, Ira Current's sister Grace, the home of parents Park and Anna Current in Canon City, Colorado, the home of Current's sister Irma and husband Glenn Owens in Salida, Colorado, and a Denver and Rio Grande Western train passing through the mountains, as well as various mountain landscapes and natural views. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/6j755c84k7jf","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","9","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~9~"
"Ira Current","Current review no. 25: A Colorado vacation, part 2","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1949","2020-02-17","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); original edit, color (tinted), silent; 7:42","video/mp4","reformatted digital","film reels","http://vocab.getty.edu/page/aat/300400779","","","","","A Gateway Picture; photographer, Ira B. Current. Notes from container include: ""Picnic, Elna, Garden of Gods, Canon City, Alamosa, D&RGW."" Reel contains home movie footage of the Current family, including babies Michael and Susan, Ira Current's sister Grace, the home of parents Park and Anna Current in Canon City, Colorado, the home of Current's sister Irma and husband Glenn Owens in Salida, Colorado, and a Denver and Rio Grande Western train passing through the mountains, as well as various mountain landscapes and natural views. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/h27d870929p5","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","44","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~44~"
"Ira Current","Current review no. 2: Presenting Elna Grace and Irma Ruth","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1930/1938","2020-07-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, sound (optical, multichannel);","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","sound films","http://vocab.getty.edu/page/aat/300417955","film reels","http://vocab.getty.edu/page/aat/300400779","Reel contains footage of Ira Current's sisters Grace and Irma playing with toys and having a tea party in a garden in 1930, playing the piano and posing in the garden in 1936, and climbing rocks at the Garden of the Gods in Colorado Springs in 1938. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/1t6q0199g1d8","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~5~"
"Ira Current","Current review no. 38: Mid-year interviews","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1952","2020-03-04","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black and white, sound (optical, monoaural); 12:39","video/mp4","reformatted digital","black-and-white films (visual works)","http://vocab.getty.edu/page/aat/300417958","sound films","http://vocab.getty.edu/page/aat/300417955","film reels","http://vocab.getty.edu/page/aat/300400779","A Gateway Picture. Home movie footage of the Current family, including Ellen asking questions to young Michael and Susan indoors and in a sandbox, and an interview with Ira Current's brother Richard Current.","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/2n7f5219793x","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","34","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~34~"
"Ira Current","Current review no. 39 ","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1952","2020-03-04","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, silent; 10:03","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Title from container: ""Picnics/Pumpkinville."" A Gateway Picture; photographer, Ira Current. Hand-edited collection of home movie footage, with intertitles. Scenes include Ellen Current with children, Brian, Susan, and Micahel, in the garden; the Current family and Humphries' annual picnic, grilling sausages on a patio with outdoor high chairs and a wooden playpen; autumn driving footage in Danville, Pennsylvania; and ""Pumpkinville"" near Owego, New York, featuring scarecrows, a playhouse decorated in pumpkins, and various pumpkin scultpures. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/zm5p4r11c0xx","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","48","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~48~"
"Ira Current","Current review no. 3: Seeing the show with the candid camera/Agfa Ansco plant","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1934/1938","2020-02-26","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black and white, silent; 20:11","video/mp4","reformatted digital","black-and-white films (visual works)","http://vocab.getty.edu/page/aat/300417958","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Photographer, Ira Current. Footage of vaudeville performances from the Capitol Theater in Binghamton, New York, including a singers, dancers, a chorus line, trapeze act, jugglers, clowns, and acrobats. Reel also contains images of the Agfa Ansco factory complex and water tower, as well as workers drafting equipment sketches. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/sz440702474q","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","20","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~20~"
"Ira Current","Current review no. 4: Blonde cargo","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1936","N/A","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black and white and color (Dufaycolor), silent; 20:00","video/mp4","reformatted digital","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","","","Performers, Edyth Schou, Grayce Clarke. Loose narrative film about two women on a road trip, including footage of the women washing a car, driving in the country, swimming at Aquaga Lake, New York; using a rowboat with Jim Anderson on Owasco Lake; playing horseshoes in Greene, New York; riding horses, petting a cat, and visiting a church building in New Milford, Pennsylvania and the Tunkhannock Viaduct in Nicholson, Pennslvania. Also includes images of the Current family cleaning a car and having a picnic in a park. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/gj089w41j6d9","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","46","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~46~"
"Ira Current","Current review no. 662: Colorado vacation 1960, part 1","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1960","2020-02-10","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, silent; 12:26","video/mp4","reformatted digital","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","","","Travel footage of the Current family, including packing the family station wagon, driving and rest stop footage, family reunion picnic and hike at the Garden of the Gods in Colorado, Wheeler Spring, the home of Park and Anna Current in Canon City, Colorado, and the Pikes Peak rodeo parade, with decorated cars, horses, floats, and marching bands. Also includes mountain trains and gondola, Colorado landscapes and natural features, the Great Sand Dunes, Monarch Pass, Loveland Pass, and footage of the Current family sleeping in a hotel and eating in a diner. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/m6875k848952","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","11","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~11~"
"Ira Current","Current review no. 662: Colorado vacation 1960, part 2","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1960","2020-02-10","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, silent; 8:58","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Travel footage of the Current family, including packing the family station wagon, driving and rest stop footage, family reunion picnic and hike at the Garden of the Gods in Colorado, Wheeler Spring, the home of Park and Anna Current in Canon City, Colorado, and the Pikes Peak rodeo parade, with decorated cars, horses, floats, and marching bands. Also includes mountain trains and gondola, Colorado landscapes and natural features, the Great Sand Dunes, Monarch Pass, Loveland Pass, and footage of the Current family sleeping in a hotel and eating in a diner. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/wv7v2g91q581","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","12","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~12~"
"Ira Current","Current review no. 770: The trailer[er] to Colorado","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1970","2020-02-24","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, silent; 33:59","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Home movie footage of the Current family trip to Colorado, 1970. Includes a visit to Ira's brother, Richard Current, at Lake Denton, Wisconsin, including an A-frame cabin and pontoon boating; the Circus World Museum in Baraboo, Wisconsin, in the Wisconsin Dells, including circus wagons, posters, Ringling Bros. train, elephant, steam caliope, and circus performers under a big top; the Current family's ancestral cemetery outside Maquoteka, Iowa; the home of Ira Current's sister, Irma Hilfers, in Colorado Springs; the home of Ira Current's parents, Park and Anna Current, outside Canon City, Colorado; Phantom Canyon and Cripple Creek, Colorado; the buildings and grounds of the Air Force Academy; the opera house and downtown of Central City, Colorado; Monarch Pass; a mountain gondola and small steam engine, as well as driving and camping scenes and numerous Colorado landscapes. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/wt2b8373k9jn","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","59","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~59~"
"Ira Current","Current review no. 9: Presenting Kenney Buck in ""Buck Kenney Grows Up""","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1938","2020-03-11","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black and white, silent; 20:00","video/mp4","reformatted digital","black-and-white films (visual works)","http://vocab.getty.edu/page/aat/300417958","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Photographer, Norma Semter and Ira Current. Reel contains a collection of home movie clips from the 1930s featuring a young boy, presumably the son of Norma Semter. Scenes include a baby crawling in a living room and playing with buttons on a radio; mother and father leaving the house with the baby and lots of baby supplies; using a swing and eating ice cream with the father on a beach; using a tricycle on a snowy street while a man takes photos; with his mother by a lake; and playing outside in a field. An extended sequence titled ""Wolfe' goes for an airing"" shows the boy and his parents walking a small puppy on a leash on a snow street. Reel also includes a sequence titled ""A quiet evening with Norma Semter, Pearl Swart, and Gertrude Kornbeck"" where women sit in a living room, chatting, writing letters, and reading books and magazines. Reel shot at 16 fps. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/sw0r5693h7dh","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","42","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~42~"
"Ira Current","Current review: Colorado newsreel no. 162: A weekend in Colorado","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1962-02","2020-02-17","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, silent; 9:26","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Home movie footage of the Current family, with intertitles. Images include a snowy swimming pool and hotel room; footage of Park and Anna Current in their Canon City home, gardening, sewing, and woodworking; and Colorado landscape views from the Denver and Rio Grande railroad to Colorado Springs. Also includes the apartment of Ira Current's sister Grace, including children playing trumpet and piano, and the family showing off the door to the ""new fallout shelter"" in the backyard. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/7c330h14307m","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","33","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~33~"
"Ira Current","Gray Rock","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1941","2020-01-29","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); color, silent; 7:32","video/mp4","reformatted digital","color films (visual works)","http://vocab.getty.edu/page/aat/300417957","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","A Gateway Picture; photographer, Ira Current. Sisters of Ira Current, Grace and Irma Current, and sister-in-law Rose Current hike and climb rocks in the Garden of the Gods, Colorado. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/n95t7v79h03k","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","2","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~2~"
"Ira Current","Kay Barnes, etc. ","Current, Ira B.","http://id.loc.gov/authorities/names/n86145701","Current, Ira B.","Current, Ira B.#http://id.loc.gov/authorities/names/n86145701","Moving Image","http://purl.org/dc/dcmitype/MovingImage","Amateur films","http://id.loc.gov/authorities/genreForms/gf2011026038","1937","N/A","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO639-2","1 film reel (16mm); black and white, silent; 13:00","video/mp4","reformatted digital","black-and-white films (visual works)","http://vocab.getty.edu/page/aat/300417958","silent films","http://vocab.getty.edu/page/aat/300252071","film reels","http://vocab.getty.edu/page/aat/300400779","Unidentified footage of young people in a country landscape in winter. Images include a woman posing near a frozen stream and feeds grass to a cow; a man with a still photograh camera; a jeep with snow tires, a New York license plate, and ""Colorado Visitor"" sticker; and groups of people sledding, ice skating, and playing hockey. ","","","","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/2n9z0v02w9dm","","University of Colorado Boulder. Special Collections, Archives & Preservation","COU:491","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","41","4838","","https://cudl.colorado.edu//luna/servlet/detail/CUB~21~21~41~"
